,Compentency1,Compentency2,Similarity
10625,Partnership & Business Development,prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors.,0.7588047981262207
10626,Partnership & Business Development,"make photocopies of correspondence, documents, and other printed matter.",0.7996702194213867
10627,Partnership & Business Development,"assist attorneys in collecting information such as employment, medical, and other records.",0.7591418623924255
10628,Partnership & Business Development,"estimate cost factors including labor and material for purchased and fabricated parts and costs for assembly, testing, or installing.",0.7680808305740356
10629,Partnership & Business Development,draft and type office memos.,0.7967934608459473
10630,Partnership & Business Development,"complete various forms, such as accident reports, trial and courtroom requests, and applications for clients.",0.7966108322143555
10631,Partnership & Business Development,"test equipment, using test devices attached to generator, voltage regulator, or other electrical parts, such as generators or spark plugs.",0.7763480544090271
10632,Partnership & Business Development,prepare and distribute invoices to bill clients or pay account expenses.,0.7506869435310364
10633,Partnership & Business Development,submit articles and information from searches to attorneys for review and approval for use.,0.7538723945617676
10634,Partnership & Business Development,inspect lines and figures for clarity and return erroneous drawings to designer for correction.,0.7577047944068909
10635,Partnership & Business Development,make travel arrangements for attorneys.,0.7513000965118408
10636,Partnership & Business Development,review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.,0.7728638052940369
10637,Partnership & Business Development,"document test results, using cameras, spreadsheets, documents, or other tools.",0.7811444401741028
10638,Partnership & Business Development,"attend legal meetings, such as client interviews, hearings, or depositions, and take notes.",0.7633081078529358
10639,Partnership & Business Development,answer telephones and direct calls to appropriate staff.,0.8437557220458984
10640,Partnership & Business Development,"set up mechanical, hydraulic, or electric test equipment in accordance with engineering specifications, standards, or test procedures.",0.7998676896095276
10641,Partnership & Business Development,"schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",0.7829312682151794
10642,Partnership & Business Development,"operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",0.7534000873565674
10643,Partnership & Business Development,"read and interpret blueprints, schematics, work specifications, drawings, or charts.",0.7512003779411316
10644,Partnership & Business Development,"maintain medical records, technical library, or correspondence files.",0.7636275887489319
10645,Partnership & Business Development,"greet visitors, ascertain purpose of visit, and direct them to appropriate staff.",0.8097781538963318
10646,Partnership & Business Development,inspect or test parts to determine nature or cause of defects or malfunctions.,0.7876760363578796
10647,Partnership & Business Development,"compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",0.7616991400718689
10648,Partnership & Business Development,"monitor computer-controlled test equipment, according to written or verbal instructions.",0.787200391292572
10649,Partnership & Business Development,"receive and route messages or documents, such as laboratory results, to appropriate staff.",0.7620720863342285
10650,Partnership & Business Development,"transmit correspondence or medical records by mail, e-mail, or fax.",0.8047654032707214
10651,Partnership & Business Development,"analyze test data for automotive systems, subsystems, or component parts.",0.8055062294006348
10652,Partnership & Business Development,"perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",0.7562049031257629
10653,Partnership & Business Development,"interview patients to complete documents, case histories, or forms, such as intake or insurance forms.",0.7548603415489197
10654,Partnership & Business Development,"install equipment, such as instrumentation, test equipment, engines, or aftermarket products, to ensure proper interfaces.",0.7693435549736023
10655,Partnership & Business Development,"perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records.",0.793207049369812
10656,Partnership & Business Development,"schedule tests or procedures for patients, such as lab work or x-rays, based on physician orders.",0.7546589374542236
10657,Partnership & Business Development,"perform or execute manual or automated tests of automotive system or component performance, efficiency, or durability.",0.7802874445915222
10658,Partnership & Business Development,complete insurance or other claim forms.,0.754507839679718
10659,Partnership & Business Development,transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,0.7912529706954956
10660,Partnership & Business Development,maintain test equipment in operational condition by performing routine maintenance or making minor repairs or adjustments as needed.,0.7586035132408142
10661,Partnership & Business Development,arrange hospital admissions for patients.,0.7869688272476196
10662,Partnership & Business Development,"prepare correspondence or assist physicians or medical scientists with preparation of reports, speeches, articles, or conference proceedings.",0.7630731463432312
10663,Partnership & Business Development,"analyze performance of vehicles or components that have been redesigned to increase fuel efficiency, such as camless or dual-clutch engines or alternative types of air-conditioning systems.",0.753523588180542
10664,Partnership & Business Development,"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.7595511674880981
10665,Partnership & Business Development,greet visitors or callers and handle their inquiries or direct them to the appropriate persons according to their needs.,0.7515151500701904
10666,Partnership & Business Development,"improve fuel efficiency by testing vehicles or components that use lighter materials, such as aluminum, magnesium alloy, or plastic.",0.7639971971511841
10667,Partnership & Business Development,"create, maintain, and enter information into databases.",0.7787638306617737
10668,Partnership & Business Development,"use computers for various applications, such as database management or word processing.",0.7627980709075928
10669,Partnership & Business Development,fabricate new or modify existing prototype components or fixtures.,0.8419675230979919
10670,Partnership & Business Development,"operate office equipment, such as fax machines, copiers, or phone systems and arrange for repairs when equipment malfunctions.",0.8382661938667297
10671,Partnership & Business Development,"set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material.",0.7786890864372253
10672,Partnership & Business Development,"order new test equipment, supplies, or replacement parts.",0.759498655796051
10673,Partnership & Business Development,"operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",0.7682383060455322
10674,Partnership & Business Development,"schedule and confirm appointments for clients, customers, or supervisors.",0.758874237537384
10675,Partnership & Business Development,"recommend product or component design improvements, based on test data or observations.",0.7916103601455688
10676,Partnership & Business Development,maintain scheduling and event calendars.,0.8018441796302795
10677,Partnership & Business Development,"compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.",0.7601040005683899
10678,Partnership & Business Development,"recommend tests or testing conditions in accordance with designs, customer requirements, or industry standards to ensure test validity.",0.7766445279121399
10679,Partnership & Business Development,complete forms in accordance with company procedures.,0.7603821158409119
10680,Partnership & Business Development,locate and attach appropriate files to incoming correspondence requiring replies.,0.7653647065162659
10681,Partnership & Business Development,"test performance of vehicles that use alternative fuels, such as alcohol blends, natural gas, liquefied petroleum gas, biodiesel, nano diesel, or alternative power methods, such as solar energy or hydrogen fuel cells.",0.7565326690673828
10682,Partnership & Business Development,"conduct searches to find needed information, using such sources as the internet.",0.7561009526252747
10683,Partnership & Business Development,"open, read, route, and distribute incoming mail or other materials and answer routine letters.",0.7852675914764404
10684,Partnership & Business Development,"participate in research or testing of computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control.",0.7720882892608643
10685,Partnership & Business Development,"review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",0.7946000099182129
10686,Partnership & Business Development,make copies of correspondence or other printed material.,0.7599678039550781
10687,Partnership & Business Development,build instrumentation or laboratory test equipment for special purposes.,0.7656917572021484
10688,Partnership & Business Development,learn to operate new office technologies as they are developed and implemented.,0.7579895257949829
10689,Partnership & Business Development,train and assist staff with computer usage.,0.7838651537895203
10690,Partnership & Business Development,"interpret or evaluate test results in accordance with applicable codes, standards, specifications, or procedures.",0.7757533192634583
10691,Partnership & Business Development,order and dispense supplies.,0.7583805322647095
10692,Partnership & Business Development,"prepare conference or event materials, such as flyers or invitations.",0.7574485540390015
10693,Partnership & Business Development,"interpret the results of all methods of non-destructive testing (ndt), such as acoustic emission, electromagnetic, leak, liquid penetrant, magnetic particle, neutron radiographic, radiographic, thermal or infrared, ultrasonic, vibration analysis, and visual testing.",0.76173335313797
10694,Partnership & Business Development,"perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",0.758266806602478
10695,Partnership & Business Development,"collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.",0.7776846289634705
10696,Partnership & Business Development,"examine structures or vehicles such as aircraft, trains, nuclear reactors, bridges, dams, and pipelines, using non-destructive testing techniques.",0.770653247833252
10697,Partnership & Business Development,establish work procedures or schedules and keep track of the daily work of clerical staff.,0.8179032206535339
10698,Partnership & Business Development,"select, calibrate, or operate equipment used in the non-destructive testing of products or materials.",0.8155403137207031
10699,Partnership & Business Development,"provide services to customers, such as order placement or account information.",0.8477815985679626
10700,Partnership & Business Development,prepare and mail checks.,0.856615424156189
10701,Partnership & Business Development,"identify defects in solid materials, using ultrasonic testing techniques.",0.7664285898208618
10702,Partnership & Business Development,"arrange conference, meeting, or travel reservations for office personnel.",0.8278513550758362
10703,Partnership & Business Development,supervise other clerical staff and provide training and orientation to new staff.,0.8028908967971802
10704,Partnership & Business Development,prepare reports on non-destructive testing results.,0.7540389895439148
10705,Partnership & Business Development,manage projects or contribute to committee or team work.,0.7584179639816284
10706,Partnership & Business Development,"coordinate conferences, meetings, or special events, such as luncheons or graduation ceremonies.",0.7669622898101807
10707,Partnership & Business Development,"document non-destructive testing methods, processes, or results.",0.7615838050842285
10708,Partnership & Business Development,"mail newsletters, promotional material, or other information.",0.757399320602417
10709,Partnership & Business Development,supervise or direct the work of non-destructive testing trainees or staff.,0.7728650569915771
10710,Partnership & Business Development,take dictation in shorthand or by machine and transcribe information.,0.7671242952346802
10711,Partnership & Business Development,develop or maintain internal or external company web sites.,0.7562124133110046
10712,Partnership & Business Development,"produce images of objects on film, using radiographic techniques.",0.8330549001693726
10713,Partnership & Business Development,"enter commands, using computer terminal, and activate controls on computer and peripheral equipment to integrate and operate equipment.",0.7664288282394409
10714,Partnership & Business Development,"oversee the operation of computer hardware systems, including coordinating and scheduling the use of computer terminals and networks to ensure efficient use.",0.751560389995575
10715,Partnership & Business Development,make radiographic images to detect flaws in objects while leaving objects intact.,0.8454829454421997
10716,Partnership & Business Development,monitor the system for equipment failure or errors in performance.,0.7684637308120728
10717,Partnership & Business Development,answer telephone calls to assist computer users encountering problems.,0.7529109716415405
10718,Partnership & Business Development,"map the presence of imperfections within objects, using sonic measurements.",0.7753651738166809
10719,Partnership & Business Development,respond to program error messages by finding and correcting problems or terminating the program.,0.7545743584632874
10720,Partnership & Business Development,"retrieve, separate, and sort program output as needed, and send data to specified users.",0.7546061873435974
10721,Partnership & Business Development,"conduct liquid penetrant tests to locate surface cracks by coating objects with fluorescent dyes, cleaning excess penetrant, and applying developer.",0.7533740997314453
10722,Partnership & Business Development,"record information such as computer operating time, problems that occurred, and actions taken.",0.9638645052909851
10723,Partnership & Business Development,notify supervisor or computer maintenance technicians of equipment malfunctions.,0.7609636783599854
10724,Partnership & Business Development,"visually examine materials, structures, or components for signs of corrosion, metal fatigue, cracks, or other flaws, using tools and equipment such as endoscopes, closed-circuit television systems, and fiber optics.",0.7672665119171143
10725,Partnership & Business Development,operate spreadsheet programs and other types of software to load and manipulate data and to produce reports.,0.7896196842193604
10726,Partnership & Business Development,"identify defects in concrete or other building materials, using thermal or infrared testing.",0.7809537053108215
10727,Partnership & Business Development,supervise and train peripheral equipment operators and computer operator trainees.,0.8489518165588379
10728,Partnership & Business Development,"read job set-up instructions to determine equipment to be used, order of use, material such as disks and paper to be loaded, and control settings.",0.758884847164154
10729,Partnership & Business Development,"develop or use new non-destructive testing methods, such as acoustic emission testing, leak testing, and thermal or infrared testing.",0.7962637543678284
10730,Partnership & Business Development,help programmers and systems analysts test and debug new programs.,0.7674351334571838
10731,Partnership & Business Development,"load peripheral equipment with selected materials for operating runs, or oversee loading of peripheral equipment by peripheral equipment operators.",0.8168559074401855
10732,Partnership & Business Development,"evaluate material properties, using radio astronomy, voltage and amperage measurement, or rheometric flow measurement.",0.7531242370605469
10733,Partnership & Business Development,"type command on keyboard to transfer encoded data from memory unit to magnetic tape and assist in labeling, classifying, cataloging and maintaining tapes.",0.7920841574668884
10734,Partnership & Business Development,clear equipment at end of operating run and review schedule to determine next assignment.,0.7598053216934204
10735,Partnership & Business Development,"diagnose, test, or analyze the performance of electrical components, assemblies, or systems.",0.750802755355835
10736,Partnership & Business Development,"locate and correct data entry errors, or report them to supervisors.",0.7830327749252319
10737,Partnership & Business Development,"compile, sort, and verify the accuracy of data before it is entered.",0.7520552277565002
10738,Partnership & Business Development,review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,0.8172767162322998
10739,Partnership & Business Development,"compare data with source documents, or re-enter data in verification format to detect errors.",0.7542892098426819
10740,Partnership & Business Development,store completed documents in appropriate locations.,0.7686193585395813
10741,Partnership & Business Development,"calculate design specifications or cost, material, and resource estimates, and prepare project schedules and budgets.",0.7549924850463867
10742,Partnership & Business Development,select materials needed to complete work assignments.,0.753892719745636
10743,Partnership & Business Development,"read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",0.762668251991272
10744,Partnership & Business Development,"compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.",0.7507903575897217
10745,Partnership & Business Development,maintain logs of activities and completed work.,0.7683196663856506
10746,Partnership & Business Development,"load machines with required input or output media, such as paper, cards, disks, tape, or braille media.",0.759817898273468
10747,Partnership & Business Development,set up and operate standard or specialized testing equipment.,0.7596533894538879
10748,Partnership & Business Development,"resolve garbled or indecipherable messages, using cryptographic procedures and equipment.",0.865562915802002
10749,Partnership & Business Development,"perform other clerical duties such as answering telephone, sorting and distributing mail, running errands or sending faxes.",0.7638253569602966
10750,Partnership & Business Development,review installation or quality assurance documentation.,0.7519938945770264
10751,Partnership & Business Development,"check completed work for spelling, grammar, punctuation, and format.",0.8021785020828247
10752,Partnership & Business Development,"file and store completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve, update and delete documents.",0.8161224126815796
10753,Partnership & Business Development,participate in training or continuing education activities to stay abreast of engineering or industry advances.,0.7782266139984131
10754,Partnership & Business Development,print and make copies of work.,0.769805371761322
10755,Partnership & Business Development,transmit work electronically to other locations.,0.7573681473731995
10756,Partnership & Business Development,"review, develop, and prepare maintenance standards.",0.7787567377090454
10757,Partnership & Business Development,"address envelopes or prepare envelope labels, using typewriter or computer.",0.7563564777374268
10758,Partnership & Business Development,"type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation or previous versions, using a computer, word processor, or typewriter.",0.7505427598953247
10759,Partnership & Business Development,"install or maintain electrical control systems, industrial automation systems, or electrical equipment, including control circuits, variable speed drives, or programmable logic controllers.",0.7676074504852295
10760,Partnership & Business Development,"gather, register, and arrange the material to be typed, following instructions.",0.770537793636322
10761,Partnership & Business Development,"compute and verify totals on report forms, requisitions, or bills, using adding machine or calculator.",0.774709939956665
10762,Partnership & Business Development,"design or modify engineering schematics for electrical transmission and distribution systems or for electrical installation in residential, commercial, or industrial buildings, using computer-aided design (cad) software.",0.7703635692596436
10763,Partnership & Business Development,keep records of work performed.,0.7546281218528748
10764,Partnership & Business Development,"supervise the construction or testing of electrical prototypes, according to general instructions and established standards.",0.7643811702728271
10765,Partnership & Business Development,"electronically sort and compile text and numerical data, retrieving, updating, and merging documents as required.",0.7639198899269104
10766,Partnership & Business Development,assist engineers and scientists in conducting applied research in electrical engineering.,0.7936453223228455
10767,Partnership & Business Development,"search for specific sets of stored, typed characters to make changes.",0.7726554274559021
10768,Partnership & Business Development,collate pages of reports and other documents prepared.,0.8370596766471863
10769,Partnership & Business Development,"reformat documents, moving paragraphs or columns.",0.7507209181785583
10770,Partnership & Business Development,"adjust settings for format, page layout, line spacing, and other style requirements.",0.7511488795280457
10771,Partnership & Business Development,"use data entry devices, such as optical scanners, to input data into computers for revision or editing.",0.7711490392684937
10772,Partnership & Business Development,conduct statistical studies to analyze or compare production costs for sustainable or nonsustainable designs.,0.7872252464294434
10773,Partnership & Business Development,"operate and resupply printers and computers, changing print wheels or fluid cartridges, adding paper, and loading blank tapes, cards, or disks into equipment.",0.7804038524627686
10774,Partnership & Business Development,"construct and evaluate electrical components for consumer electronics applications such as fuel cells for consumer electronic devices, power saving devices for computers or televisions, or energy efficient power chargers.",0.8087018728256226
10775,Partnership & Business Development,"manage schedules and set dates, times, and locations for meetings and appointments.",0.7529599070549011
10776,Partnership & Business Development,"work with technical material, preparing statistical reports, planning and typing statistical tables, and combining and rearranging material from different sources.",0.760681688785553
10777,Partnership & Business Development,transcribe stenotyped notes of court proceedings.,0.7627298831939697
10778,Partnership & Business Development,check preliminary and final proofs for errors and make necessary corrections.,0.7761433720588684
10779,Partnership & Business Development,evaluate electrical engineering plans to determine whether they comply with applicable environmental standards.,0.7800005078315735
10780,Partnership & Business Development,"operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",0.7647800445556641
10781,Partnership & Business Development,"position text and art elements from a variety of databases in a visually appealing way to design print or web pages, using knowledge of type styles and size and layout patterns.",0.7753900289535522
10782,Partnership & Business Development,"convert various types of files for printing or for the internet, using computer software.",0.7690843343734741
10783,Partnership & Business Development,test sustainable materials for their applicability to electrical engineering systems or system designs.,0.7881287932395935
10784,Partnership & Business Development,"transmit, deliver or mail publication master to printer for production into film and plates.",0.7508487701416016
10785,Partnership & Business Development,study layout or other design instructions to determine work to be done and sequence of operations.,0.7529305815696716
10786,Partnership & Business Development,collaborate with engineers to implement electromechanical designs in industrial or other settings.,0.764190673828125
10787,Partnership & Business Development,"enter digitized data into electronic prepress system computer memory, using scanner, camera, keyboard, or mouse.",0.7500255703926086
10788,Partnership & Business Development,consult with machinists or technicians to ensure that electromechanical equipment or systems meet design specifications.,0.7643240094184875
10789,Partnership & Business Development,"view monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary.",0.7682862877845764
10790,Partnership & Business Development,"import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",0.8179154396057129
10791,Partnership & Business Development,install or program computer hardware or machine or instrumentation software in microprocessor-based systems.,0.7881598472595215
10792,Partnership & Business Development,"collaborate with graphic artists, editors and writers to produce master copies according to design specifications.",0.7708539962768555
10793,Partnership & Business Development,select number of colors and determine color separations.,0.7563177943229675
10794,Partnership & Business Development,"analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.",0.7719094157218933
10795,Partnership & Business Development,"prepare sample layouts for approval, using computer software.",0.7572816014289856
10796,Partnership & Business Development,"fabricate or assemble mechanical, electrical, or electronic components or assemblies.",0.7582517862319946
10797,Partnership & Business Development,"edit graphics and photos, using pixel or bitmap editing, airbrushing, masking, or image retouching.",0.7949869632720947
10798,Partnership & Business Development,"enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.",0.7809432148933411
10799,Partnership & Business Development,"modify, maintain, or repair electrical, electronic, or mechanical components, equipment, or systems to ensure proper functioning.",0.7619854807853699
10800,Partnership & Business Development,"enter data, such as coordinates of images and color specifications, into system to retouch and make color corrections.",0.7535435557365417
10801,Partnership & Business Development,load floppy disks or tapes containing information into system.,0.7676613926887512
10802,Partnership & Business Development,"select electromechanical equipment, materials, components, or systems to meet functional specifications.",0.7691367864608765
10803,Partnership & Business Development,"store copies of publications on paper, magnetic tape, film or diskette.",0.7720533609390259
10804,Partnership & Business Development,"create special effects such as vignettes, mosaics, and image combining, and add elements such as sound and animation to electronic publications.",0.760745644569397
10805,Partnership & Business Development,"produce electrical, electronic, or mechanical drawings or other related documents or graphics necessary for electromechanical design, using computer-aided design (cad) software.",0.832715630531311
10806,Partnership & Business Development,enter claims information into database systems.,0.7571755647659302
10807,Partnership & Business Development,"translate electromechanical drawings into design specifications, applying principles of engineering, thermal or fluid sciences, mathematics, or statistics.",0.8193937540054321
10808,Partnership & Business Development,prepare insurance claim forms or related documents and review them for completeness.,0.7666940689086914
10809,Partnership & Business Development,calculate amount of claim.,0.7911122441291809
10810,Partnership & Business Development,"select and use laboratory, operational, or diagnostic techniques or test equipment to assess electromechanical circuits, equipment, processes, systems, or subsystems.",0.7511391639709473
10811,Partnership & Business Development,post or attach information to claim file.,0.7711723446846008
10812,Partnership & Business Development,transmit claims for payment or further investigation.,0.7655385136604309
10813,Partnership & Business Development,"specify, coordinate, or conduct quality-control or quality-assurance programs and procedures.",0.7626902461051941
10814,Partnership & Business Development,contact insured or other involved persons to obtain missing information.,0.7561022043228149
10815,Partnership & Business Development,"establish and maintain inventory, records, or documentation systems.",0.7753355503082275
10816,Partnership & Business Development,review insurance policy to determine coverage.,0.7519643306732178
10817,Partnership & Business Development,"organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",0.8291161060333252
10818,Partnership & Business Development,conduct statistical studies to analyze or compare production costs for sustainable and nonsustainable designs.,0.7605172395706177
10819,Partnership & Business Development,"provide customer service, such as limited instructions on proceeding with claims or referrals to auto repair facilities or local contractors.",0.7727130651473999
10820,Partnership & Business Development,pay small claims.,0.773735761642456
10821,Partnership & Business Development,determine whether selected electromechanical components comply with environmental standards and regulations.,0.7698248028755188
10822,Partnership & Business Development,apply insurance rating systems.,0.7758682370185852
10823,Partnership & Business Development,develop or implement programs related to the environmental impact of engineering activities.,0.766901969909668
10824,Partnership & Business Development,process and record new insurance policies and claims.,0.7613121271133423
10825,Partnership & Business Development,correspond with insured or agent to obtain information or inform them of account status or changes.,0.7544915080070496
10826,Partnership & Business Development,"identify energy-conserving production or fabrication methods, such as by bending metal rather than cutting and welding or casting metal.",0.761044979095459
10827,Partnership & Business Development,"review and verify data, such as age, name, address, and principal sum and value of property on insurance applications and policies.",0.7920891046524048
10828,Partnership & Business Development,compare information from application to criteria for policy reinstatement and approve reinstatement when criteria are met.,0.7868391871452332
10829,Partnership & Business Development,"test and analyze thermodynamic systems for renewable energy applications, such as solar or wind, to maximize energy production.",0.7638261914253235
10830,Partnership & Business Development,"examine letters from policyholders or agents, original insurance applications, and other company documents to determine if changes are needed and effects of changes.",0.7871286869049072
10831,Partnership & Business Development,"modify, update, and process existing policies and claims to reflect any change in beneficiary, amount of coverage, or type of insurance.",0.7748971581459045
10832,Partnership & Business Development,"modify, maintain, or repair electronics equipment or systems to ensure proper functioning.",0.8205264806747437
10833,Partnership & Business Development,transcribe data to worksheets and enter data into computer for use in preparing documents and adjusting accounts.,0.8034769296646118
10834,Partnership & Business Development,"replace defective components or parts, using hand tools and precision instruments.",0.7519478797912598
10835,Partnership & Business Development,"organize and work with detailed office or warehouse records, maintaining files for each policyholder, including policies that are to be reinstated or cancelled.",0.7510109543800354
10836,Partnership & Business Development,notify insurance agent and accounting department of policy cancellation.,0.782035231590271
10837,Partnership & Business Development,"set up and operate specialized or standard test equipment to diagnose, test, or analyze the performance of electronic components, assemblies, or systems.",0.7757142186164856
10838,Partnership & Business Development,"process, prepare, and submit business or government forms, such as submitting applications for coverage to insurance carriers.",0.7829015254974365
10839,Partnership & Business Development,"prepare or maintain design, testing, or operational records and documentation.",0.7526723146438599
10840,Partnership & Business Development,"calculate premiums, refunds, commissions, adjustments, and new reserve requirements, using insurance rate standards.",0.7735203504562378
10841,Partnership & Business Development,collect initial premiums and issue receipts.,0.7859780192375183
10842,Partnership & Business Development,"assemble circuitry for electronic systems according to engineering instructions, production specifications, or technical manuals.",0.8348089456558228
10843,Partnership & Business Development,"check computations of interest accrued, premiums due, and settlement surrender on loan values.",0.7644457221031189
10844,Partnership & Business Development,interview clients and take their calls to provide customer service and obtain information on claims.,0.7664330005645752
10845,Partnership & Business Development,provide support to technical sales staff regarding product characteristics.,0.7556414008140564
10846,Partnership & Business Development,obtain computer printout of policy cancellations or retrieve cancellation cards from file.,0.7556968927383423
10847,Partnership & Business Development,"compose business correspondence for supervisors, managers, and professionals.",0.7705993056297302
10848,Partnership & Business Development,inspect newly installed equipment to adjust or correct operating problems.,0.7931202054023743
10849,Partnership & Business Development,"wrap packages or bundles by hand, or by using tying machines.",0.7778982520103455
10850,Partnership & Business Development,"select electronics equipment, components, or systems to meet functional specifications.",0.8185112476348877
10851,Partnership & Business Development,"verify that items are addressed correctly, marked with the proper postage, and in suitable condition for processing.",0.7887080907821655
10852,Partnership & Business Development,remove containers of sorted mail or parcels and transfer them to designated areas according to established procedures.,0.825259804725647
10853,Partnership & Business Development,educate equipment operators on the proper use of equipment.,0.7900738716125488
10854,Partnership & Business Development,"sort and route incoming mail, and collect outgoing mail, using carts as necessary.",0.7557974457740784
10855,Partnership & Business Development,"affix postage to packages or letters by hand, or stamp materials, using postage meters.",0.7752020359039307
10856,Partnership & Business Development,supervise the installation or operation of electronic equipment or systems.,0.7835634350776672
10857,Partnership & Business Development,"determine manner in which mail is to be sent, and prepare it for delivery to mailing facilities.",0.75943922996521
10858,Partnership & Business Development,"troubleshoot microprocessors or electronic instruments, equipment, or systems, using electronic test equipment such as logic analyzers.",0.788741409778595
10859,Partnership & Business Development,"accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",0.7742820382118225
10860,Partnership & Business Development,"seal or open envelopes, by hand or by using machines.",0.7689220309257507
10861,Partnership & Business Development,"integrate software or hardware components, using computer, microprocessor, or control architecture.",0.7820898294448853
10862,Partnership & Business Development,"weigh packages or letters to determine postage needed, using weighing scales and rate charts.",0.7763474583625793
10863,Partnership & Business Development,"operate embossing machines or typewriters to make corrections, additions, and changes to address plates.",0.7640217542648315
10864,Partnership & Business Development,analyze or implement engineering designs for electronic devices or systems or microprocessor-based control applications.,0.8022840023040771
10865,Partnership & Business Development,inspect mail machine output for defects and determine how to eliminate causes of any defects.,0.7907915711402893
10866,Partnership & Business Development,"remove from machines printed materials, such as labeled articles, postmarked envelopes or tape, and folded sheets.",0.7596737146377563
10867,Partnership & Business Development,"specify, coordinate, or conduct quality control or quality assurance programs or procedures.",0.7854770421981812
10868,Partnership & Business Development,release packages or letters to customers upon presentation of written notices or other identification.,0.786078155040741
10869,Partnership & Business Development,operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,0.7968723773956299
10870,Partnership & Business Development,"produce electronics drawings or other graphics representing industrial control, instrumentation, sensors, or analog or digital telecommunications networks, using computer-aided design (cad) software.",0.7559795379638672
10871,Partnership & Business Development,answer inquiries regarding shipping or mailing policies.,0.7905222177505493
10872,Partnership & Business Development,assist scientists or engineers in electronics engineering research.,0.7823149561882019
10873,Partnership & Business Development,lift and unload containers of mail or parcels onto equipment for transportation to sortation stations.,0.772315502166748
10874,Partnership & Business Development,contact delivery or courier services to arrange delivery of letters and parcels.,0.8058168888092041
10875,Partnership & Business Development,evaluate machine or process control requirements to develop device or controller specifications suited to operating environments.,0.7629052996635437
10876,Partnership & Business Development,"place incoming or outgoing letters or packages into sacks or bins based on destination or type, and place identifying tags on sacks or bins.",0.7802671790122986
10877,Partnership & Business Development,clear jams in sortation equipment.,0.8164284229278564
10878,Partnership & Business Development,"supervise the building or testing of prototypes of electronics circuits, equipment, or systems.",0.7550005316734314
10879,Partnership & Business Development,mail merchandise samples or promotional literature in response to requests.,0.7741744518280029
10880,Partnership & Business Development,"adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools.",0.7537780404090881
10881,Partnership & Business Development,assemble or analyze electronics technologies to be used in electric-drive vehicles.,0.752221405506134
10882,Partnership & Business Development,read production orders to determine types and sizes of items scheduled for printing and mailing.,0.806206226348877
10883,Partnership & Business Development,"test solar photovoltaic products, such as inverters or energy management systems.",0.7732965350151062
10884,Partnership & Business Development,"sell mail products, and accept payment for products and mailing charges.",0.7960843443870544
10885,Partnership & Business Development,"start machines that automatically feed plates, stencils, or tapes through mechanisms, and observe machine operations to detect any malfunctions.",0.7702102661132812
10886,Partnership & Business Development,"write software programs for microcontrollers or computers in machine, assembly, or other languages.",0.7614728808403015
10887,Partnership & Business Development,"insert material for printing or addressing into loading racks on machines, select type or die sizes, and position plates, stencils, or tapes in machine magazines.",0.7724179029464722
10888,Partnership & Business Development,stamp dates and times of receipt of incoming mail.,0.7665513753890991
10889,Partnership & Business Development,"evaluate operational aspects of green consumer electronics applications, such as fuel cells for consumer electronic devices, power-saving devices for computers or televisions, or energy-efficient power chargers.",0.758578360080719
10890,Partnership & Business Development,"add ink, fill paste reservoirs, and change machine ribbons when necessary.",0.7730350494384766
